"Date","Price","Open","High","Low","Vol.","Change %"
"05/04/2024","255.00","259.75","259.75","255.00","0.01K","4.08%"
"04/04/2024","245.00","259.75","259.75","245.00","0.52K","-5.41%"
"03/04/2024","259.00","254.00","259.00","253.50","1.06K","2.07%"
"02/04/2024","253.75","253.50","254.25","253.50","0.01K","0.00%"
"01/04/2024","253.75","253.50","259.00","253.50","0.16K","0.10%"
"28/03/2024","253.50","253.25","259.00","253.25","1.14K","0.10%"
"27/03/2024","253.25","255.00","260.00","241.00","1.13K","-2.60%"
"26/03/2024","260.00","255.00","260.00","255.00","3.57K","2.56%"
"25/03/2024","253.50","253.50","253.50","253.50","0.00K","-2.41%"
"22/03/2024","259.75","253.50","260.00","253.50","0.21K","1.86%"
"21/03/2024","255.00","259.00","259.00","253.50","0.11K","0.59%"
"20/03/2024","253.50","253.50","262.00","253.50","0.15K","-3.61%"
"19/03/2024","263.00","260.00","264.00","253.50","0.91K","3.75%"
"18/03/2024","253.50","253.50","253.50","253.50","0.06K","0.60%"
"15/03/2024","252.00","255.00","255.00","252.00","0.01K","-3.08%"
"14/03/2024","260.00","259.00","260.00","259.00","0.10K","0.00%"
"13/03/2024","260.00","258.75","260.00","258.75","3.70K","3.59%"
"12/03/2024","251.00","259.50","259.50","251.00","0.01K","-0.20%"
"11/03/2024","251.50","250.50","259.50","250.50","0.95K","0.40%"
"07/03/2024","250.50","250.50","250.50","250.00","20.64K","0.10%"
"06/03/2024","250.25","250.25","250.25","250.25","0.56K","-3.75%"
"05/03/2024","260.00","260.00","260.00","260.00","1.00K","0.00%"
"04/03/2024","260.00","253.00","260.00","252.00","9.98K","2.06%"
"01/03/2024","254.75","252.00","254.75","250.25","0.10K","5.71%"
"29/02/2024","241.00","241.00","241.00","241.00","0.10K","-5.49%"
"28/02/2024","255.00","255.00","255.00","255.00","0.01K","-0.39%"
"27/02/2024","256.00","256.00","256.00","256.00","0.01K","-1.35%"
"26/02/2024","259.50","250.25","259.50","250.25","0.11K","3.39%"
"21/02/2024","251.00","260.00","260.00","251.00","0.21K","-5.28%"
"16/02/2024","265.00","265.25","265.25","264.75","0.01K","1.92%"
"15/02/2024","260.00","259.00","260.00","259.00","0.01K","0.39%"
"14/02/2024","259.00","259.00","259.00","259.00","0.00K","3.60%"
"13/02/2024","250.00","251.00","251.00","250.00","1.93K","-3.75%"
"12/02/2024","259.75","250.25","259.75","250.00","0.69K","-8.54%"
"07/02/2024","284.00","284.00","284.00","284.00","0.05K","14.52%"
"30/01/2024","248.00","286.00","286.00","248.00","0.01K","-0.80%"
"23/01/2024","250.00","250.00","250.00","250.00","6.76K","1.63%"
"19/01/2024","246.00","255.00","255.00","246.00","0.03K","-0.81%"
"18/01/2024","248.00","250.00","250.00","248.00","0.08K","-3.22%"
"17/01/2024","256.25","256.25","256.25","256.25","0.01K","0.49%"
"16/01/2024","255.00","257.50","257.50","255.00","0.05K","-0.97%"
"12/01/2024","257.50","257.50","257.50","257.50","0.01K","0.00%"
"11/01/2024","257.50","257.00","257.50","255.00","0.02K","3.00%"
"10/01/2024","250.00","257.50","257.50","250.00","0.00K","0.60%"
"09/01/2024","248.50","248.50","248.50","248.50","0.10K","-3.40%"
"08/01/2024","257.25","257.50","257.50","257.25","0.56K","-0.10%"
"05/01/2024","257.50","248.50","257.50","248.50","0.00K","3.00%"
"04/01/2024","250.00","248.00","250.00","248.00","28.11K","0.81%"
"03/01/2024","248.00","248.00","248.00","248.00","0.10K","-0.40%"
"02/01/2024","249.00","249.00","249.00","249.00","0.00K","0.00%"
