"Date","Price","Open","High","Low","Vol.","Change %"
"07/18/2024","11,761.78","11,830.48","11,855.81","11,761.78","","-0.65%"
"07/17/2024","11,839.26","11,878.92","11,904.75","11,835.16","","0.00%"
"07/16/2024","11,839.26","11,878.92","11,904.75","11,835.16","24.00M","-0.44%"
"07/15/2024","11,892.15","11,843.97","11,912.17","11,835.69","29.19M","0.41%"
"07/12/2024","11,843.97","11,802.26","11,850.67","11,769.44","20.74M","0.35%"
"07/11/2024","11,803.11","11,811.50","11,859.48","11,793.69","17.56M","-0.08%"
"07/10/2024","11,812.70","11,785.23","11,837.85","11,783.14","","0.23%"
"07/09/2024","11,785.23","11,841.86","11,845.59","11,785.23","18.99M","-0.53%"
"07/08/2024","11,848.39","11,947.43","11,972.11","11,846.23","32.72M","-0.83%"
"07/05/2024","11,947.43","11,926.59","11,960.19","11,920.99","21.58M","0.17%"
"07/04/2024","11,926.59","12,037.14","12,104.14","11,920.22","59.85M","-0.86%"
"07/03/2024","12,029.67","12,118.29","12,128.00","12,024.83","","-0.73%"
"07/02/2024","12,118.29","12,076.49","12,143.83","12,076.37","","0.35%"
"07/01/2024","12,076.49","12,144.54","12,157.45","12,076.49","","-0.55%"
"06/28/2024","12,143.76","12,188.79","12,197.02","12,110.33","","-0.36%"
"06/27/2024","12,187.22","12,261.22","12,288.60","12,176.43","","-0.60%"
"06/26/2024","12,261.22","12,273.41","12,300.72","12,253.19","","-0.10%"
"06/25/2024","12,273.41","12,271.55","12,295.52","12,253.99","","0.02%"
"06/24/2024","12,271.55","12,249.06","12,322.74","12,248.67","45.22M","0.18%"
"06/20/2024","12,249.06","12,225.95","12,266.79","12,224.13","","0.19%"
"06/19/2024","12,225.95","12,260.58","12,264.78","12,218.67","150.46M","-0.28%"
"06/18/2024","12,260.58","12,310.83","12,317.95","12,250.47","38.68M","-0.41%"
"06/14/2024","12,310.83","12,359.86","12,362.02","12,299.83","44.78M","-0.44%"
"06/13/2024","12,365.82","12,390.86","12,422.53","12,351.13","","-0.20%"
"06/12/2024","12,390.86","12,394.99","12,416.11","12,372.65","","-0.03%"
"06/11/2024","12,394.99","12,381.49","12,436.47","12,380.90","","0.11%"
"06/10/2024","12,381.49","12,314.38","12,406.74","12,312.75","","0.54%"
"06/07/2024","12,314.38","12,310.78","12,341.83","12,289.72","38.19M","0.03%"
"06/06/2024","12,310.78","12,189.85","12,332.37","12,188.40","","0.99%"
"06/05/2024","12,189.85","12,104.40","12,198.30","12,104.40","","0.71%"
"06/04/2024","12,104.40","12,050.44","12,127.70","12,029.47","","0.45%"
"06/03/2024","12,050.44","12,106.48","12,115.96","12,049.84","43.11M","-0.46%"
"05/31/2024","12,106.49","12,170.13","12,198.35","12,106.49","","-0.52%"
"05/30/2024","12,170.13","12,102.36","12,188.71","12,086.04","44.89M","0.56%"
"05/29/2024","12,102.36","12,228.12","12,232.59","12,101.95","55.63M","-1.03%"
"05/28/2024","12,228.12","12,311.32","12,311.83","12,214.34","43.64M","-0.68%"
"05/27/2024","12,311.32","12,348.84","12,356.69","12,303.70","50.11M","-0.30%"
"05/22/2024","12,348.84","12,216.97","12,367.54","12,216.97","109.01M","1.08%"
"05/21/2024","12,216.97","12,235.14","12,252.35","12,163.62","54.57M","-0.15%"
"05/20/2024","12,235.14","12,319.70","12,325.64","12,173.83","","-0.69%"
"05/17/2024","12,319.70","12,259.27","12,319.70","12,236.96","82.83M","0.33%"
"05/16/2024","12,279.37","12,291.11","12,353.81","12,240.27","62.57M","-0.10%"
"05/15/2024","12,291.11","12,358.80","12,475.88","12,285.47","152.22M","-0.55%"
"05/14/2024","12,358.80","12,499.15","12,502.45","12,332.06","109.67M","-1.12%"
"05/13/2024","12,499.16","12,518.97","12,542.10","12,469.95","92.12M","-0.16%"
"05/10/2024","12,518.97","12,396.90","12,532.56","12,396.90","111.37M","0.98%"
"05/09/2024","12,396.90","12,353.57","12,426.15","12,284.20","140.48M","0.35%"
"05/08/2024","12,353.57","12,375.82","12,420.93","12,348.49","124.31M","-0.18%"
"05/07/2024","12,375.82","12,376.26","12,408.52","12,354.05","118.75M","0.00%"
"05/06/2024","12,376.26","12,404.33","12,426.89","12,357.06","134.55M","-0.23%"
"05/03/2024","12,404.33","12,353.69","12,413.35","12,325.40","","0.41%"
"05/02/2024","12,353.69","12,362.95","12,421.23","12,347.81","","-0.07%"
"04/30/2024","12,362.95","12,310.95","12,373.37","12,244.67","","0.42%"
"04/29/2024","12,310.95","12,201.01","12,326.96","12,201.01","","0.90%"
"04/26/2024","12,201.01","12,075.98","12,211.90","12,075.98","","1.04%"
"04/25/2024","12,075.98","11,905.72","12,090.59","11,880.24","141.70M","1.43%"
"04/24/2024","11,905.72","11,828.22","11,923.02","11,828.22","207.60M","0.66%"
"04/22/2024","11,828.22","11,753.04","11,852.45","11,752.25","114.03M","0.64%"
"04/19/2024","11,753.04","11,797.84","11,798.16","11,691.16","112.93M","-0.38%"
"04/18/2024","11,797.84","11,830.94","11,848.92","11,780.40","71.04M","-0.28%"
"04/17/2024","11,830.94","11,792.16","11,848.48","11,675.66","86.42M","0.33%"
"04/16/2024","11,792.16","12,006.20","12,010.37","11,775.16","95.43M","-1.78%"
"04/15/2024","12,006.20","12,033.10","12,047.47","11,931.22","111.90M","-0.22%"
"04/10/2024","12,033.10","11,962.49","12,050.07","11,950.89","86.67M","0.59%"
"04/09/2024","11,962.49","11,920.00","11,966.05","11,835.43","","0.36%"
"04/08/2024","11,920.00","11,795.47","11,942.94","11,793.22","117.36M","1.06%"
"04/05/2024","11,795.47","11,698.49","11,820.43","11,671.83","83.17M","0.83%"
"04/04/2024","11,698.49","11,624.90","11,754.95","11,624.90","73.11M","0.63%"
"04/03/2024","11,624.90","11,547.89","11,661.99","11,527.22","63.59M","0.67%"
"04/02/2024","11,547.89","11,479.01","11,598.68","11,479.01","73.42M","0.60%"
"04/01/2024","11,479.00","11,444.37","11,512.46","11,377.15","363.93M","0.30%"
"03/28/2024","11,444.38","11,434.49","11,506.45","11,433.01","98.70M","0.09%"
"03/27/2024","11,434.49","11,335.53","11,444.20","11,335.16","","0.87%"
"03/26/2024","11,335.53","11,234.79","11,356.72","11,231.08","80.72M","0.90%"
"03/25/2024","11,234.80","11,261.42","11,273.65","11,217.89","54.33M","-0.24%"
"03/22/2024","11,261.42","11,176.54","11,278.71","11,176.18","44.92M","0.76%"
"03/21/2024","11,176.54","11,240.94","11,244.82","11,165.94","33.23M","-0.57%"
"03/20/2024","11,240.94","11,276.31","11,305.18","11,240.94","44.93M","-0.31%"
"03/19/2024","11,276.31","11,320.85","11,332.76","11,255.93","558.17M","-0.39%"
"03/18/2024","11,320.85","11,336.71","11,370.92","11,268.07","69.73M","-0.14%"
"03/15/2024","11,336.71","11,317.92","11,357.98","11,317.92","76.21M","0.17%"
"03/14/2024","11,317.92","11,286.90","11,349.63","11,279.34","","0.27%"
"03/13/2024","11,286.90","11,175.40","11,286.90","11,175.40","95.69M","1.00%"
"03/12/2024","11,175.40","11,125.03","11,192.56","11,107.71","","0.45%"
"03/11/2024","11,125.03","11,045.90","11,153.16","11,045.90","151.30M","0.72%"
"03/07/2024","11,045.90","10,881.72","11,073.88","10,873.05","","1.51%"
"03/06/2024","10,881.72","10,841.65","10,898.28","10,841.39","","0.37%"
"03/05/2024","10,841.65","10,805.23","10,878.01","10,805.23","73.75M","0.34%"
"03/04/2024","10,805.23","10,691.24","10,829.15","10,691.24","94.59M","1.07%"
"03/01/2024","10,691.24","10,651.77","10,725.99","10,651.51","49.81M","0.37%"
"02/29/2024","10,651.77","10,678.30","10,692.47","10,649.07","42.92M","-0.26%"
"02/28/2024","10,679.44","10,623.01","10,679.48","10,623.01","46.85M","0.53%"
"02/27/2024","10,623.01","10,612.17","10,634.67","10,592.59","108.25M","0.10%"
"02/26/2024","10,612.17","10,655.35","10,693.85","10,607.77","","-0.41%"
"02/22/2024","10,655.35","10,649.30","10,680.25","10,642.62","","0.06%"
"02/21/2024","10,649.30","10,638.06","10,664.63","10,626.52","","0.11%"
"02/20/2024","10,638.06","10,643.05","10,662.46","10,620.05","36.80M","-0.05%"
"02/19/2024","10,643.05","10,586.11","10,652.01","10,585.12","91.58M","0.54%"
"02/16/2024","10,586.11","10,568.46","10,607.28","10,553.58","41.18M","0.17%"
"02/15/2024","10,568.46","10,531.48","10,583.56","10,531.37","29.80M","0.32%"
"02/14/2024","10,534.56","10,557.28","10,574.47","10,527.04","25.38M","-0.22%"
"02/13/2024","10,557.28","10,584.02","10,592.42","10,550.97","28.70M","-0.25%"
"02/12/2024","10,584.02","10,567.33","10,602.36","10,566.27","27.33M","0.16%"
"02/09/2024","10,567.33","10,547.33","10,573.97","10,538.32","22.11M","0.19%"
"02/08/2024","10,547.33","10,527.98","10,572.25","10,527.98","","0.18%"
"02/07/2024","10,527.98","10,525.39","10,552.77","10,515.92","90.10M","0.02%"
"02/06/2024","10,525.39","10,430.79","10,560.57","10,427.97","42.27M","0.91%"
"02/02/2024","10,430.79","10,375.72","10,442.32","10,374.98","45.91M","0.44%"
"02/01/2024","10,384.85","10,311.15","10,399.49","10,311.15","41.19M","0.71%"
"01/31/2024","10,311.15","10,305.12","10,332.61","10,286.53","29.86M","0.06%"
"01/30/2024","10,305.12","10,297.35","10,333.62","10,292.49","","0.08%"
"01/29/2024","10,297.35","10,335.79","10,347.91","10,287.03","25.89M","-0.37%"
"01/26/2024","10,335.79","10,274.39","10,341.52","10,271.62","27.19M","0.60%"
"01/24/2024","10,274.39","10,279.09","10,332.69","10,274.39","18.50M","-0.05%"
"01/23/2024","10,279.09","10,371.69","10,378.98","10,265.83","29.75M","-0.89%"
"01/22/2024","10,371.69","10,432.85","10,448.00","10,367.05","54.56M","-0.59%"
"01/19/2024","10,432.85","10,460.88","10,483.81","10,430.82","22.39M","-0.27%"
"01/18/2024","10,460.88","10,480.29","10,496.19","10,440.27","21.82M","-0.19%"
"01/17/2024","10,480.29","10,545.89","10,550.11","10,480.29","","-0.62%"
"01/16/2024","10,545.88","10,610.53","10,618.75","10,538.70","37.64M","-0.61%"
"01/12/2024","10,610.53","10,619.60","10,640.57","10,606.81","24.94M","-0.09%"
"01/11/2024","10,619.60","10,665.84","10,683.93","10,609.96","25.67M","-0.43%"
"01/10/2024","10,665.84","10,719.64","10,729.34","10,644.42","23.09M","-0.50%"
"01/09/2024","10,719.64","10,750.36","10,771.20","10,717.43","45.54M","-0.29%"
"01/08/2024","10,750.36","10,761.61","10,783.28","10,737.97","42.14M","-0.10%"
"01/05/2024","10,761.61","10,740.03","10,785.70","10,740.03","32.44M","0.20%"
"01/04/2024","10,740.03","10,714.92","10,760.78","10,689.89","43.76M","0.23%"
"01/03/2024","10,714.92","10,684.28","10,724.79","10,679.17","29.83M","0.29%"
"01/02/2024","10,684.28","10,654.16","10,709.17","10,650.43","","0.28%"
"12/29/2023","10,654.16","10,626.56","10,669.06","10,621.53","29.24M","0.26%"
"12/28/2023","10,626.56","10,605.16","10,663.83","10,604.43","","0.20%"
"12/27/2023","10,605.16","10,605.60","10,628.27","10,595.60","","0.00%"
"12/22/2023","10,605.60","10,623.51","10,652.78","10,590.84","128.55M","-0.17%"
"12/21/2023","10,623.51","10,603.56","10,652.88","10,602.77","19.62M","0.19%"
"12/20/2023","10,603.56","10,612.19","10,659.00","10,602.06","323.30M","-0.08%"
"12/19/2023","10,612.19","10,672.69","10,675.30","10,612.19","36.81M","-0.57%"
"12/18/2023","10,672.69","10,742.08","10,751.29","10,671.21","22.49M","-0.65%"
"12/15/2023","10,742.08","10,783.81","10,803.60","10,738.36","53.90M","-0.39%"
"12/14/2023","10,783.81","10,836.82","10,843.97","10,782.70","39.41M","-0.49%"
"12/13/2023","10,836.82","10,874.39","10,888.93","10,779.67","47.17M","-0.35%"
"12/12/2023","10,874.39","10,850.78","10,903.19","10,850.78","32.11M","0.22%"
"12/11/2023","10,850.78","10,793.84","10,866.80","10,793.72","23.18M","0.53%"
"12/08/2023","10,793.84","10,713.24","10,825.31","10,713.24","35.09M","0.75%"
"12/07/2023","10,713.24","10,703.09","10,738.37","10,698.83","14.68M","0.09%"
"12/06/2023","10,703.09","10,700.09","10,734.03","10,695.80","29.38M","0.03%"
"12/05/2023","10,700.09","10,743.59","10,766.93","10,699.86","31.80M","-0.40%"
"12/04/2023","10,743.59","10,720.26","10,798.84","10,720.26","21.90M","0.22%"
"12/01/2023","10,720.26","10,593.90","10,741.55","10,593.90","38.71M","1.06%"
"11/30/2023","10,608.29","10,513.28","10,609.82","10,513.28","57.77M","0.90%"
"11/29/2023","10,513.28","10,452.22","10,547.64","10,452.22","36.35M","0.58%"
"11/28/2023","10,452.22","10,480.02","10,488.17","10,438.08","19.49M","-0.27%"
"11/27/2023","10,480.02","10,526.93","10,543.64","10,465.18","19.82M","-0.45%"
"11/24/2023","10,526.93","10,522.52","10,565.09","10,515.42","20.06M","0.04%"
"11/23/2023","10,522.52","10,547.75","10,566.50","10,512.50","27.91M","-0.24%"
"11/22/2023","10,547.75","10,507.85","10,561.55","10,494.26","46.52M","0.38%"
"11/21/2023","10,507.85","10,546.37","10,581.47","10,501.73","28.64M","-0.37%"
"11/20/2023","10,546.37","10,613.11","10,647.12","10,543.91","25.66M","-0.63%"
"11/17/2023","10,613.11","10,662.08","10,689.30","10,613.11","38.38M","-0.46%"
"11/16/2023","10,662.08","10,723.65","10,736.62","10,638.34","68.40M","-0.57%"
"11/15/2023","10,723.65","10,775.43","10,813.30","10,717.03","19.62M","-0.48%"
"11/14/2023","10,775.43","10,898.90","10,914.76","10,771.75","","-1.13%"
"11/13/2023","10,898.90","10,872.28","10,912.97","10,866.77","19.15M","0.24%"
"11/10/2023","10,872.28","10,889.48","10,923.90","10,846.66","25.30M","-0.16%"
"11/09/2023","10,889.48","10,938.05","10,941.92","10,864.32","36.65M","-0.44%"
"11/08/2023","10,938.05","10,871.81","11,019.72","10,871.17","77.30M","0.61%"
"11/07/2023","10,871.81","10,791.99","10,885.64","10,791.99","35.31M","0.67%"
"11/06/2023","10,799.89","10,789.87","10,867.16","10,787.97","16.47M","0.09%"
"11/03/2023","10,789.87","10,826.60","10,845.80","10,779.71","16.47M","-0.34%"
"11/02/2023","10,826.60","10,770.54","10,863.12","10,770.54","21.05M","0.52%"
"11/01/2023","10,770.54","10,647.33","10,792.12","10,647.33","23.66M","1.16%"
"10/31/2023","10,647.33","10,687.99","10,716.87","10,626.51","30.38M","-0.38%"
"10/30/2023","10,687.99","10,689.50","10,731.48","10,649.90","14.23M","-0.01%"
"10/27/2023","10,689.50","10,536.33","10,704.14","10,525.55","28.29M","1.45%"
"10/26/2023","10,536.33","10,614.46","10,656.20","10,527.96","30.37M","-0.74%"
"10/25/2023","10,614.46","10,731.41","10,734.95","10,614.46","56.85M","-1.09%"
"10/24/2023","10,731.41","10,862.11","10,875.11","10,724.83","37.66M","-1.20%"
"10/23/2023","10,862.11","10,850.53","10,940.45","10,844.90","31.25M","0.11%"
"10/20/2023","10,850.53","10,590.42","10,870.50","10,590.42","36.66M","2.46%"
"10/19/2023","10,590.42","10,557.16","10,622.86","10,503.38","50.27M","0.32%"
"10/18/2023","10,557.16","10,647.33","10,658.36","10,557.16","38.12M","-0.85%"
"10/17/2023","10,647.33","10,721.84","10,742.43","10,639.68","31.54M","-0.69%"
"10/16/2023","10,721.84","10,813.03","10,832.73","10,711.17","1.14M","-0.84%"
"10/13/2023","10,813.03","10,818.41","10,854.39","10,800.72","39.05M","-0.05%"
"10/12/2023","10,818.41","10,675.30","10,834.26","10,674.61","","1.34%"
"10/11/2023","10,675.30","10,817.53","10,843.89","10,662.30","233.32M","-1.31%"
"10/10/2023","10,817.53","10,824.24","10,874.27","10,798.20","19.07M","-0.06%"
"10/09/2023","10,824.24","10,987.12","10,987.74","10,726.75","54.32M","-1.48%"
"10/06/2023","10,987.12","11,042.95","11,051.64","10,987.12","21.31M","-0.51%"
"10/05/2023","11,042.95","11,080.79","11,139.79","11,042.95","21.35M","-0.34%"
"10/04/2023","11,080.79","11,034.87","11,102.52","10,968.90","33.88M","0.42%"
"10/03/2023","11,034.87","11,163.76","11,190.42","11,014.60","29.74M","-1.15%"
"10/02/2023","11,163.76","11,335.61","11,335.73","11,146.78","23.17M","-1.52%"
"09/27/2023","11,335.61","11,248.16","11,348.94","11,246.85","76.63M","0.78%"
"09/26/2023","11,248.16","11,216.49","11,282.69","11,203.16","29.25M","0.28%"
"09/25/2023","11,216.50","11,256.52","11,271.68","11,204.45","22.77M","-0.36%"
"09/22/2023","11,256.52","11,207.98","11,276.47","11,207.98","33.14M","0.43%"
"09/21/2023","11,207.98","11,274.33","11,287.09","11,197.97","61.44M","-0.59%"
"09/20/2023","11,274.33","11,248.50","11,336.11","11,236.48","35.31M","0.23%"
"09/19/2023","11,248.50","11,363.64","11,388.88","11,236.30","31.79M","-1.01%"
"09/18/2023","11,363.64","11,465.73","11,483.25","11,363.27","26.00M","-0.89%"
"09/15/2023","11,465.73","11,532.69","11,544.77","11,450.55","36.84M","-0.58%"
"09/14/2023","11,532.69","11,438.82","11,543.31","11,433.13","51.20M","0.82%"
"09/13/2023","11,438.82","11,348.25","11,444.12","11,348.25","62.39M","0.69%"
"09/12/2023","11,360.83","11,386.73","11,408.08","11,339.00","38.21M","-0.23%"
"09/11/2023","11,386.73","11,466.07","11,492.72","11,376.90","40.63M","-0.69%"
"09/08/2023","11,466.07","11,357.45","11,469.86","11,355.95","42.97M","0.96%"
"09/07/2023","11,357.45","11,353.65","11,387.30","11,339.18","55.08M","0.03%"
"09/06/2023","11,353.65","11,474.95","11,511.67","11,323.37","62.90M","-1.06%"
"09/05/2023","11,474.95","11,374.65","11,518.72","11,374.50","75.12M","0.88%"
"09/04/2023","11,374.64","11,156.42","11,391.58","11,153.71","136.04M","1.96%"
"09/01/2023","11,156.42","11,114.17","11,211.71","11,085.07","52.75M","0.38%"
"08/31/2023","11,114.17","11,165.59","11,184.95","11,112.90","63.50M","-0.48%"
"08/29/2023","11,168.26","11,169.73","11,181.51","11,147.26","","-0.01%"
"08/28/2023","11,169.73","11,207.11","11,258.90","11,158.87","","-0.33%"
"08/25/2023","11,207.11","11,262.92","11,263.87","11,091.59","","-0.33%"
"08/24/2023","11,243.80","11,385.47","11,391.71","11,230.88","","-1.24%"
"08/23/2023","11,385.47","11,279.03","11,395.91","11,264.96","","0.94%"
"08/22/2023","11,279.03","11,338.50","11,341.40","11,224.31","81.00M","-0.52%"
"08/21/2023","11,338.50","11,403.92","11,446.20","11,332.66","169.02M","-0.57%"
"08/18/2023","11,403.92","11,425.69","11,461.80","11,379.23","129.41M","-0.19%"
"08/17/2023","11,425.69","11,386.40","11,498.85","11,386.40","133.90M","0.35%"
"08/16/2023","11,386.40","11,224.22","11,423.82","11,183.19","137.08M","1.44%"
"08/15/2023","11,224.22","11,392.22","11,394.07","11,202.87","86.43M","-1.47%"
"08/14/2023","11,392.22","11,596.16","11,599.52","11,296.01","137.19M","-1.76%"
"08/11/2023","11,596.16","11,649.99","11,677.40","11,596.16","75.89M","-0.46%"
"08/10/2023","11,649.99","11,631.97","11,721.75","11,631.97","129.90M","0.15%"
"08/09/2023","11,631.97","11,724.22","11,746.61","11,613.67","72.86M","-0.79%"
"08/08/2023","11,724.22","11,681.66","11,750.97","11,611.37","78.85M","0.36%"
"08/07/2023","11,681.66","11,633.51","11,739.47","11,612.74","105.50M","0.57%"
"08/04/2023","11,615.56","11,582.34","11,662.63","11,582.34","147.38M","0.29%"
"08/03/2023","11,582.34","11,446.83","11,602.24","11,445.60","186.80M","1.18%"
"08/02/2023","11,446.83","11,386.72","11,471.92","11,386.72","89.32M","0.53%"
"07/31/2023","11,386.72","11,312.19","11,398.65","11,307.69","91.77M","0.66%"
"07/28/2023","11,312.19","11,257.82","11,398.24","11,257.82","220.43M","0.48%"
"07/27/2023","11,257.82","10,985.08","11,278.19","10,968.18","95.54M","2.43%"
"07/26/2023","10,990.41","11,069.44","11,070.80","10,971.87","72.30M","-0.71%"
"07/25/2023","11,069.44","11,093.92","11,093.92","10,910.00","88.28M","-0.03%"
"07/24/2023","11,073.01","11,106.54","11,116.46","11,068.57","78.45M","-0.30%"
"07/21/2023","11,106.54","11,026.83","11,106.54","10,979.21","117.44M","0.76%"
"07/20/2023","11,023.02","10,927.29","11,033.40","10,916.04","156.51M","0.75%"
"07/19/2023","10,940.82","10,796.07","10,946.98","10,769.25","182.58M","1.34%"
"07/18/2023","10,796.07","10,727.99","10,825.90","10,657.51","131.22M","0.63%"
"07/17/2023","10,727.99","10,595.02","10,775.33","10,595.02","135.78M","1.26%"
"07/14/2023","10,595.02","10,491.52","10,625.81","10,480.69","2.71B","0.99%"
"07/13/2023","10,491.52","10,489.98","10,543.06","10,479.65","172.44M","0.01%"
"07/12/2023","10,489.98","10,315.81","10,510.55","10,306.25","150.21M","1.52%"
"07/11/2023","10,333.20","10,311.25","10,335.88","10,263.46","131.54M","0.21%"
"07/10/2023","10,311.25","10,301.96","10,345.87","10,266.37","103.23M","0.02%"
"07/07/2023","10,309.15","10,194.47","10,315.66","10,188.27","126.23M","0.82%"
"07/06/2023","10,224.80","10,176.13","10,227.18","10,093.89","120.12M","0.48%"
"07/05/2023","10,176.13","10,076.64","10,208.62","10,064.24","172.83M","0.55%"
"07/04/2023","10,120.26","9,442.97","10,120.26","9,442.97","333.60M","7.17%"
"06/28/2023","9,442.95","9,368.91","9,474.84","9,349.64","119.95M","0.77%"
"06/27/2023","9,370.51","9,434.26","9,458.84","9,360.62","56.99M","-1.12%"
"06/26/2023","9,476.69","9,339.43","9,480.98","9,192.83","90.37M","1.47%"
"06/23/2023","9,339.43","9,307.87","9,356.22","9,304.92","56.51M","0.34%"
"06/22/2023","9,307.87","9,295.40","9,347.21","9,293.89","74.18M","0.13%"
"06/21/2023","9,295.40","9,159.53","9,315.71","9,159.53","50.36M","1.48%"
"06/20/2023","9,159.53","9,181.22","9,208.87","9,150.08","56.12M","-0.24%"
"06/19/2023","9,181.22","9,248.56","9,253.59","9,162.73","29.85M","-0.73%"
"06/16/2023","9,248.56","9,279.28","9,315.12","9,202.92","55.37M","-0.33%"
"06/15/2023","9,279.28","9,216.49","9,322.48","9,216.26","97.16M","0.68%"
"06/14/2023","9,216.49","9,069.64","9,250.67","9,069.39","123.66M","1.62%"
"06/13/2023","9,069.64","9,014.83","9,083.55","8,997.56","116.78M","0.61%"
"06/12/2023","9,014.83","8,818.39","9,033.69","8,818.14","82.40M","2.23%"
"06/09/2023","8,818.39","8,767.34","8,836.20","8,767.05","52.75M","0.58%"
"06/08/2023","8,767.34","8,722.06","8,775.45","8,714.28","","0.52%"
"06/07/2023","8,722.06","8,746.45","8,756.46","8,708.69","","-0.28%"
"06/06/2023","8,746.45","8,766.60","8,773.58","8,730.69","","-0.23%"
"06/05/2023","8,766.60","8,753.80","8,824.41","8,746.46","","0.15%"
"06/02/2023","8,753.80","8,691.61","8,828.44","8,691.44","43.32M","0.72%"
"06/01/2023","8,691.61","8,555.17","8,700.12","8,555.17","46.76M","1.59%"
"05/31/2023","8,555.17","8,532.60","8,599.12","8,528.81","33.88M","0.26%"
"05/30/2023","8,532.60","8,575.11","8,595.13","8,512.59","","-0.50%"
"05/29/2023","8,575.11","8,697.07","8,704.16","8,569.58","","-1.40%"
"05/26/2023","8,697.07","8,712.72","8,742.71","8,671.08","25.89M","-0.18%"
"05/25/2023","8,712.72","8,755.17","8,769.76","8,692.75","22.87M","-0.48%"
"05/24/2023","8,755.17","8,635.31","8,765.86","8,632.74","","1.39%"
"05/23/2023","8,635.31","8,611.38","8,660.64","8,578.54","31.53M","0.23%"
"05/22/2023","8,615.22","8,716.96","8,719.28","8,580.36","27.41M","-1.17%"
"05/19/2023","8,716.96","8,780.21","8,782.37","8,693.15","48.50M","-0.82%"
"05/18/2023","8,789.03","8,823.28","8,852.35","8,770.89","43.41M","-0.39%"
"05/17/2023","8,823.28","8,823.01","8,847.32","8,774.73","36.23M","0.00%"
"05/16/2023","8,823.01","8,906.20","8,931.07","8,787.33","32.64M","-0.93%"
"05/15/2023","8,906.20","8,927.74","8,951.09","8,892.73","42.87M","-0.24%"
"05/12/2023","8,927.74","8,949.82","8,966.30","8,919.60","94.67M","-0.25%"
"05/11/2023","8,949.82","8,892.37","8,981.41","8,884.60","45.38M","0.65%"
"05/10/2023","8,892.37","8,914.74","8,936.49","8,876.59","17.89M","-0.25%"
"05/09/2023","8,914.74","8,926.58","8,968.72","8,887.09","28.01M","-0.13%"
"05/08/2023","8,926.58","8,830.36","8,966.33","8,823.60","46.56M","1.09%"
"05/04/2023","8,830.36","8,799.91","8,858.13","8,798.08","12.69M","0.35%"
"05/03/2023","8,799.91","8,711.45","8,820.39","8,711.45","29.86M","1.02%"
"05/02/2023","8,711.46","8,983.21","8,983.48","8,694.29","52.45M","-3.03%"
"04/28/2023","8,983.21","9,012.40","9,013.45","8,948.53","42.59M","-0.32%"
"04/27/2023","9,012.40","9,091.72","9,091.72","8,968.87","35.86M","-0.87%"
